City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Dawlatabad,AF,36.41,64.91,77.09,20,0,4.07,clear sky
365,Cururupu,BR,-1.83,-44.87,85.64,62,17,6.69,light rain
366,Seoul,KR,37.57,126.98,80.6,94,90,15.46,light rain
367,Luderitz,NA,-26.65,15.16,73.4,32,0,1.12,clear sky
368,Roma,US,43.21,-75.46,87.8,55,20,14.99,few clouds
369,High Level,CA,58.52,-117.14,78.8,65,20,4.7,few clouds
370,Manacapuru,BR,-3.3,-60.62,80.6,74,40,6.93,scattered clouds
371,Mount Gambier,AU,-37.83,140.77,44.6,87,90,9.17,overcast clouds
372,Douentza,ML,15.0,-2.95,96.71,32,25,6.98,scattered clouds
373,Nabire,ID,-3.37,135.48,75.09,90,55,3.87,broken clouds
374,Pisco,PE,-13.7,-76.22,64.99,72,2,11.41,clear sky
375,Constitucion,CL,-35.33,-72.42,60.62,75,40,4.99,scattered clouds
376,Nadym,RU,65.53,72.52,63.9,64,26,10.38,scattered clouds
377,Ahipara,NZ,-35.17,173.17,55.2,84,99,10.36,overcast clouds
378,Hokitika,NZ,-42.72,170.97,51.6,86,100,2.48,light rain
379,Manokwari,ID,-0.87,134.08,78.89,79,97,5.17,overcast clouds
380,Maumere,ID,-8.62,122.21,73.08,66,60,2.55,broken clouds
381,Kashi,CN,39.45,75.98,79.72,22,36,7.43,scattered clouds
382,Seinajoki,FI,62.79,22.83,62.01,93,48,3.36,light rain
383,Myitkyina,MM,25.38,97.4,81.63,82,83,0.72,broken clouds
384,Coquimbo,CL,-29.95,-71.34,62.6,59,77,11.41,broken clouds
385,Atar,MR,20.52,-13.05,110.57,8,0,17.47,clear sky
386,Talcahuano,CL,-36.72,-73.12,59.0,82,40,8.05,scattered clouds
387,Porto Novo,BJ,6.5,2.6,78.8,78,20,14.99,few clouds
388,Marsaxlokk,MT,35.84,14.54,84.2,74,20,9.17,few clouds
389,Tilichiki,RU,60.47,166.1,47.86,86,58,3.22,broken clouds
390,Murray Bridge,AU,-35.12,139.27,51.01,93,100,3.67,overcast clouds
391,Luganville,VU,-15.53,167.17,74.57,86,93,10.54,overcast clouds
392,Alice Springs,AU,-23.7,133.88,42.8,30,0,4.23,clear sky
393,Tornio,FI,65.85,24.15,62.6,63,75,5.82,broken clouds
394,Moose Factory,CA,51.26,-80.61,57.2,67,90,9.17,overcast clouds
395,Ostrovnoy,RU,68.05,39.51,50.29,86,100,11.77,light rain
396,Constantine,DZ,36.37,6.61,96.8,19,20,11.41,few clouds
397,Haines Junction,CA,60.75,-137.51,58.62,63,92,6.55,overcast clouds
398,Defiance,US,41.33,-84.45,73.4,73,90,6.93,overcast clouds
399,Boende,CD,-0.22,20.87,76.05,78,100,0.18,light rain
400,Warragul,AU,-38.17,145.93,46.99,87,92,1.99,overcast clouds
401,Coahuayana,MX,18.73,-103.68,84.2,74,40,5.32,scattered clouds
402,Comodoro Rivadavia,AR,-45.87,-67.5,57.2,50,46,12.75,scattered clouds
403,Palaikastron,GR,35.2,26.25,84.0,42,0,15.01,clear sky
404,Milkovo,RU,54.72,158.62,54.14,95,100,1.9,light rain
405,Ugoofaaru,MV,5.67,73.0,82.72,81,100,16.51,light rain
406,Cap Malheureux,MU,-19.98,57.61,70.0,74,21,4.0,few clouds
407,Acajutla,SV,13.59,-89.83,91.4,59,39,4.7,scattered clouds
408,Saint-Pierre,RE,-21.34,55.48,69.8,60,90,12.75,overcast clouds
409,Logansport,US,40.75,-86.36,77.0,78,75,4.7,broken clouds
410,Porto Santo,PT,33.07,-16.34,71.6,73,40,16.11,scattered clouds
411,Oranjemund,NA,-28.55,16.43,68.34,29,0,5.3,clear sky
412,Tonantins,BR,-2.87,-67.8,93.07,36,8,3.09,clear sky
413,Ko Samui,TH,9.54,99.94,83.97,77,100,29.75,overcast clouds
414,Talnakh,RU,69.49,88.4,59.0,67,97,4.47,overcast clouds
415,Wagar,SD,16.15,36.2,88.3,50,86,7.9,overcast clouds
416,Arzgir,RU,45.37,44.22,67.28,78,96,12.55,light rain
417,Saint-Augustin,CA,51.23,-58.65,70.61,63,0,16.06,clear sky
418,Pingzhuang,CN,42.04,119.29,68.81,69,35,4.12,scattered clouds
419,Siguiri,GN,11.67,-9.5,79.02,87,84,5.32,moderate rain
420,Mombetsu,JP,44.35,143.35,66.6,91,13,4.12,few clouds
421,Hunfeld,DE,50.68,9.77,73.99,65,82,3.65,broken clouds
422,Muscat,OM,23.61,58.59,89.6,75,12,2.24,few clouds
423,Gat,IL,31.61,34.76,82.99,59,0,6.58,clear sky
424,Villefranche-De-Rouergue,FR,44.33,2.0,75.99,46,97,16.11,overcast clouds
425,Padang,ID,-0.95,100.35,76.64,79,44,3.94,scattered clouds
426,Galle,LK,6.04,80.22,79.03,86,70,10.07,moderate rain
427,Jiuquan,CN,39.74,98.52,66.87,24,50,3.47,scattered clouds
428,Yangjiang,CN,21.85,111.97,77.58,94,100,3.6,moderate rain
429,Coari,BR,-4.08,-63.14,94.66,31,35,3.44,scattered clouds
430,Cumra,TR,37.57,32.77,71.6,64,75,9.17,broken clouds
431,Evensk,RU,61.95,159.23,51.96,65,80,6.62,broken clouds
432,Clyde River,CA,70.47,-68.59,60.8,51,75,8.05,broken clouds
433,Rorvik,NO,64.86,11.24,59.0,100,75,9.17,mist
434,Karpathos,GR,35.51,27.21,78.8,74,0,23.04,clear sky
435,Beira,MZ,-19.84,34.84,68.63,75,72,8.72,broken clouds
436,Novyy Urengoy,RU,66.08,76.63,62.04,67,73,7.47,broken clouds
437,Asyut,EG,27.18,31.18,98.6,19,0,13.87,clear sky
438,Galveston,US,29.37,-94.97,91.99,59,1,9.17,clear sky
439,Souillac,MU,-20.52,57.52,69.8,73,75,17.22,broken clouds
440,Kulhudhuffushi,MV,6.62,73.07,82.76,81,100,19.22,light rain
441,Prince Rupert,CA,54.32,-130.32,60.8,87,90,5.82,overcast clouds
442,Eyrarbakki,IS,63.86,-21.15,55.0,81,75,17.22,broken clouds
443,Toora-Khem,RU,52.47,96.11,53.01,85,75,2.33,broken clouds
444,Khani,GE,41.96,42.96,69.8,83,90,4.7,overcast clouds
445,Namibe,AO,-15.2,12.15,67.12,86,0,3.8,clear sky
446,Shakawe,BW,-18.37,21.85,61.57,30,0,3.47,clear sky
447,Huarmey,PE,-10.07,-78.15,68.32,66,41,10.54,scattered clouds
448,Arcachon,FR,44.59,-1.05,71.6,49,67,12.75,broken clouds
449,Marienburg,PL,54.04,19.03,75.0,100,47,8.52,scattered clouds
450,Hare Bay,CA,48.85,-54.01,62.6,82,90,10.29,overcast clouds
451,Hofn,IS,64.25,-15.21,53.6,87,90,8.05,shower rain
452,Pueblo,US,38.25,-104.61,82.0,39,1,10.29,clear sky
453,Kyra,RU,49.58,111.98,54.77,89,61,7.27,broken clouds
454,Quatre Cocos,MU,-20.21,57.76,70.0,73,75,17.22,broken clouds
455,Houma,US,29.6,-90.72,82.99,94,40,8.05,thunderstorm with light rain
456,Reconquista,AR,-29.15,-59.65,78.22,53,73,8.99,broken clouds
457,Mount Vernon,US,40.91,-73.84,90.0,62,75,16.11,broken clouds
458,Natal,BR,-5.79,-35.21,86.0,58,40,17.22,scattered clouds
459,Kangalassy,RU,62.35,129.96,51.8,87,40,2.24,scattered clouds
460,Richards Bay,ZA,-28.78,32.04,66.27,79,0,14.47,clear sky
461,Kargasok,RU,59.06,80.86,62.06,88,75,3.47,broken clouds
462,Breytovo,RU,58.3,37.86,57.22,80,27,6.64,scattered clouds
463,Vagur,FO,61.47,-6.81,50.45,92,79,15.95,light rain
464,Loandjili,CG,-4.76,11.86,75.2,78,40,4.7,scattered clouds
465,Fatehpur,IN,25.93,80.8,92.71,53,44,2.35,scattered clouds
466,Atotonilquillo,MX,20.4,-103.13,78.01,53,40,4.7,scattered clouds
467,Kjopsvik,NO,68.1,16.37,69.8,56,26,5.82,scattered clouds
468,Avera,US,33.19,-82.53,95.0,47,40,4.7,scattered clouds
469,Najran,SA,17.49,44.13,87.8,45,40,13.87,scattered clouds
470,Leningradskiy,RU,69.38,178.42,37.35,90,100,8.21,overcast clouds
471,Juneau,US,58.3,-134.42,57.99,93,90,12.75,light rain
472,Sabana Grande De Boya,DO,18.95,-69.79,93.2,70,40,6.93,scattered clouds
473,Stornoway,GB,58.21,-6.39,55.0,87,100,8.05,light rain
474,Amboasary,MG,-25.03,46.38,68.0,77,75,6.93,broken clouds
475,Omboue,GA,-1.57,9.26,72.61,80,72,8.41,broken clouds
476,Halifax,CA,44.65,-63.57,84.0,51,40,10.0,scattered clouds
477,Mujiayingzi,CN,42.12,118.78,69.75,48,15,8.14,few clouds
478,Tamandare,BR,-8.76,-35.1,77.61,73,32,15.08,scattered clouds
479,Sao Joao Da Barra,BR,-21.64,-41.05,77.0,53,20,13.87,few clouds
480,Qurayyat,SA,31.33,37.34,95.0,8,0,18.34,clear sky
481,Ostersund,SE,63.18,14.64,68.0,60,95,11.41,overcast clouds
482,Dali,CN,25.7,100.18,64.6,81,45,3.67,scattered clouds
483,Tete,MZ,-16.16,33.59,77.0,44,40,6.93,scattered clouds
484,Flinders,AU,-34.58,150.86,46.0,86,24,1.01,few clouds
485,Kysyl-Syr,RU,63.9,122.76,55.02,62,2,3.69,clear sky
486,Taltal,CL,-25.4,-70.48,66.16,52,17,5.82,few clouds
487,Lusambo,CD,-4.97,23.45,85.37,26,56,1.19,broken clouds
488,Yanam,IN,16.73,82.22,83.16,79,94,6.17,overcast clouds
489,Ancud,CL,-41.87,-73.82,55.99,81,75,18.34,broken clouds
490,Havoysund,NO,71.0,24.66,51.8,81,75,1.12,broken clouds
491,Ledyard,US,41.44,-72.01,80.6,88,90,12.75,overcast clouds
492,Sorland,NO,67.67,12.69,59.0,82,100,8.05,overcast clouds
493,Ozerki,RU,57.62,39.88,55.4,82,85,4.47,overcast clouds
494,Canon City,US,38.44,-105.24,80.6,39,1,11.41,clear sky
495,Te Anau,NZ,-45.42,167.72,47.98,91,88,1.14,moderate rain
496,Bintulu,MY,3.17,113.03,77.0,94,40,5.82,scattered clouds
497,Bissau,GW,11.86,-15.6,75.2,94,75,5.82,thunderstorm with light rain
498,Beyneu,KZ,45.32,55.2,90.3,17,57,16.71,broken clouds
499,Nicoya,CR,10.15,-85.45,89.6,66,40,5.82,scattered clouds
500,Muros,ES,42.78,-9.06,70.0,64,86,4.0,overcast clouds
501,Vanavara,RU,60.34,102.28,57.87,74,84,4.18,broken clouds
502,Sakaiminato,JP,35.55,133.23,78.8,94,75,3.36,broken clouds
503,Tarko-Sale,RU,64.92,77.78,62.4,64,63,7.99,broken clouds
504,Coihaique,CL,-45.58,-72.07,46.4,65,75,2.51,broken clouds
505,Bismarck,US,46.81,-100.78,77.0,41,20,10.29,few clouds
506,Tazovskiy,RU,67.47,78.7,54.59,88,4,5.59,clear sky
507,Irbil,IQ,36.19,44.01,91.4,14,0,4.7,clear sky
508,Mozarlandia,BR,-14.74,-50.57,94.23,20,0,4.5,clear sky
509,Murgab,TM,37.5,61.97,84.2,35,0,7.34,clear sky
510,Merida,MX,20.97,-89.62,95.0,49,75,4.7,broken clouds
511,Hobyo,SO,5.35,48.53,78.91,73,37,29.62,scattered clouds
512,Sao Filipe,CV,14.9,-24.5,78.31,87,65,5.79,broken clouds
513,Tual,ID,-5.67,132.75,77.02,83,74,17.2,broken clouds
514,Sapa,PH,5.15,120.32,80.26,79,62,3.56,broken clouds
515,Canjulao,PH,9.66,124.35,79.0,82,81,3.62,broken clouds
516,Bud,US,39.45,-86.18,79.0,69,40,6.93,scattered clouds
517,The Pas,CA,53.83,-101.25,73.4,43,1,3.6,clear sky
518,Portland,US,45.52,-122.68,78.01,64,40,5.82,scattered clouds
519,Gobabis,NA,-22.45,18.97,62.6,21,0,3.36,clear sky
520,Horsham,GB,51.06,-0.33,68.0,60,74,10.29,light rain
521,Beya,RU,53.05,90.91,55.26,90,36,2.04,scattered clouds
522,Pechora,RU,65.15,57.22,56.66,95,100,6.78,overcast clouds
523,Rio Bravo,MX,25.98,-98.1,89.6,62,75,3.36,broken clouds
524,Isangel,VU,-19.55,169.27,66.31,69,4,12.44,clear sky
525,Inongo,CD,-1.95,18.27,78.4,54,94,1.92,overcast clouds
526,San Cristobal,VE,7.77,-72.22,93.2,38,40,23.04,scattered clouds
527,Karymskoye,RU,51.62,114.35,60.39,91,85,4.43,light rain
528,Anloga,GH,5.79,0.9,78.8,78,20,14.99,few clouds
529,Shingu,JP,33.73,135.98,73.99,92,35,2.75,light rain
530,Shchigry,RU,51.88,36.9,59.0,82,38,4.47,scattered clouds
531,Mormugao,IN,15.4,73.8,78.8,100,90,6.93,light rain
532,Viransehir,TR,37.24,39.76,89.89,14,0,9.73,clear sky
533,Oriximina,BR,-1.77,-55.87,93.65,36,18,7.78,few clouds
534,Sobolevo,RU,54.43,31.9,55.65,85,17,3.67,few clouds
535,Anori,BR,-3.77,-61.64,96.69,28,37,4.29,scattered clouds
536,Rawson,AR,-43.3,-65.1,56.3,38,30,11.95,scattered clouds
537,Morant Bay,JM,17.88,-76.41,89.6,70,20,20.8,few clouds
538,Santa Cruz,BO,-17.8,-63.17,89.6,29,20,14.99,few clouds
539,Pitea,SE,65.32,21.48,62.6,72,10,2.24,clear sky
540,Kintampo,GH,8.06,-1.73,76.82,78,69,3.71,broken clouds
541,Kroonstad,ZA,-27.65,27.23,54.18,33,0,2.35,clear sky
542,Altay,CN,47.87,88.12,63.25,45,1,9.93,clear sky
543,Mporokoso,ZM,-9.37,30.12,63.32,36,92,7.94,overcast clouds
544,Nanortalik,GL,60.14,-45.24,47.37,91,99,11.23,overcast clouds
545,Rio Gallegos,AR,-51.62,-69.22,44.6,81,11,10.29,few clouds
546,Kampong Thum,KH,12.71,104.89,76.12,93,100,5.93,overcast clouds
547,Zhongshan,CN,21.32,110.58,80.28,88,100,7.02,moderate rain
548,Naze,JP,28.37,129.48,77.0,94,40,3.36,mist
549,Deputatskiy,RU,69.3,139.9,41.29,92,30,1.95,scattered clouds
550,Berlevag,NO,70.86,29.09,50.0,87,75,9.17,broken clouds
551,Bukachacha,RU,52.98,116.92,60.35,91,100,6.69,overcast clouds
552,Grand Island,US,40.92,-98.34,77.0,47,20,11.41,few clouds
553,Ormara,PK,25.21,64.64,85.12,83,45,14.2,scattered clouds
554,Payakumbuh,ID,-0.22,100.63,70.16,88,74,3.0,broken clouds
555,Shasta Lake,US,40.68,-122.37,93.0,24,0,1.99,clear sky
556,Port Lincoln,AU,-34.73,135.87,53.13,79,100,10.31,overcast clouds
557,Basavana Bagevadi,IN,16.58,75.97,74.75,81,100,24.79,overcast clouds
558,Baykit,RU,61.67,96.37,61.81,83,44,3.0,scattered clouds
559,Nkhata Bay,MW,-11.61,34.29,68.14,64,18,5.06,few clouds
560,Borovoy,RU,55.43,86.08,62.6,77,53,8.95,broken clouds
561,Saldanha,ZA,-33.01,17.94,62.6,67,0,2.24,clear sky
562,Vostok,RU,46.49,135.88,63.23,99,95,2.91,overcast clouds
563,San Juan Del Rio,MX,20.38,-100.0,73.4,56,40,9.17,scattered clouds
564,Taoudenni,ML,22.68,-3.98,112.93,11,32,8.81,scattered clouds
565,Manisa,TR,38.83,28.17,82.4,42,5,18.34,clear sky
566,Ukiah,US,39.15,-123.21,84.0,34,1,5.53,clear sky
567,Belomorsk,RU,64.52,34.77,50.68,88,0,2.89,clear sky
568,Asfi,MA,32.3,-9.24,76.23,66,22,19.6,few clouds
569,San Patricio,MX,19.22,-104.7,91.4,70,5,9.17,clear sky
570,Salmas,IR,38.2,44.77,78.8,21,10,9.17,clear sky
571,Karlshamn,SE,56.17,14.86,71.01,77,89,8.05,overcast clouds
572,Ponta Delgada,PT,37.73,-25.67,75.2,64,20,8.05,few clouds
573,Villa Carlos Paz,AR,-31.42,-64.5,77.0,31,28,13.87,scattered clouds
574,Monrovia,LR,6.3,-10.8,80.6,78,75,9.17,broken clouds
575,Westport,US,41.14,-73.36,84.0,88,90,11.41,light rain
576,Banda Aceh,ID,5.56,95.32,81.12,73,100,12.5,overcast clouds
577,Dawei,MM,14.08,98.2,78.1,90,100,20.18,heavy intensity rain
578,Velingara,SN,13.15,-14.12,86.14,64,46,4.74,scattered clouds
579,Russkaya Polyana,UA,49.42,31.92,61.56,77,54,5.75,broken clouds
580,Krasnogorsk,RU,55.82,37.32,63.0,63,75,4.47,broken clouds
581,Samarai,PG,-10.62,150.67,76.8,86,99,12.84,light rain
582,Tombouctou,ML,20.0,-3.0,106.95,16,0,4.94,clear sky
583,Nanakuli,US,21.39,-158.15,80.6,61,20,8.05,few clouds
584,Ust-Ishim,RU,57.69,71.17,69.84,76,100,4.99,overcast clouds
585,Farafangana,MG,-22.82,47.83,65.93,69,66,6.02,broken clouds
586,Kidal,ML,18.44,1.41,95.88,30,30,8.61,light rain
587,Palmer,US,42.16,-72.33,84.0,61,90,8.05,light rain
588,Gravelbourg,CA,49.88,-106.55,79.88,29,34,13.65,scattered clouds
589,Keelung,TW,25.13,121.74,81.0,94,75,3.36,moderate rain
590,Acapulco,MX,16.86,-99.89,87.8,74,20,9.17,few clouds
591,Tuy Hoa,VN,13.08,109.3,81.18,76,100,8.34,light rain
592,Pipri,IN,19.8,75.53,80.11,81,70,7.09,moderate rain
593,Broome,US,42.25,-75.83,84.99,51,75,14.99,broken clouds
594,Atbasar,KZ,51.8,68.33,72.79,53,0,7.76,clear sky
595,Ondjiva,AO,-17.07,15.73,67.39,24,0,5.79,clear sky
596,Nazilli,TR,37.92,28.32,89.04,22,53,6.49,broken clouds
597,Byron Bay,AU,-28.65,153.62,51.01,100,51,7.34,broken clouds
598,Nyurba,RU,63.28,118.33,55.15,75,1,3.62,clear sky
599,Gari,RU,59.43,62.35,71.02,63,80,8.5,broken clouds
600,Colorado Springs,US,38.83,-104.82,78.8,35,1,9.17,clear sky
601,Tadine,NC,-21.55,167.88,67.48,68,93,10.85,overcast clouds
602,San Carlos De Bariloche,AR,-41.15,-71.31,48.2,45,75,11.41,broken clouds
603,Nisia Floresta,BR,-6.09,-35.21,86.0,58,40,17.22,scattered clouds
604,Wilmington,US,34.23,-77.94,93.2,46,20,9.17,few clouds
605,Goundi,TD,9.36,17.37,70.54,98,100,3.06,overcast clouds
606,Raudeberg,NO,61.99,5.14,57.2,76,75,8.05,shower rain
607,Akureyri,IS,65.68,-18.09,53.6,81,90,8.05,overcast clouds
608,Lima,PE,-12.04,-77.03,62.6,77,90,9.17,overcast clouds
609,Joao Pessoa,BR,-7.12,-34.86,77.0,88,75,13.87,broken clouds
610,Passo De Camaragibe,BR,-9.24,-35.49,75.2,88,75,8.05,shower rain
611,Noumea,NC,-22.28,166.46,69.01,93,90,1.12,overcast clouds
612,Charlestown,AU,-32.95,151.67,50.0,92,89,5.19,overcast clouds
613,Vao,NC,-22.67,167.48,68.29,68,64,13.58,broken clouds
614,Sarny,UA,51.34,26.6,60.75,70,80,3.0,broken clouds
615,Kawalu,ID,-7.38,108.21,69.98,90,100,1.32,overcast clouds
616,Grandview,US,38.89,-94.53,80.6,65,40,6.93,scattered clouds
617,Madimba,TZ,-10.4,40.33,73.4,83,20,11.41,few clouds
618,Tahta,EG,26.77,31.5,98.6,19,0,12.75,clear sky
619,San Miguel,SV,13.48,-88.18,93.2,56,20,3.36,few clouds
620,Inirida,CO,3.87,-67.92,88.27,60,11,1.52,light rain
621,Karratha,AU,-20.74,116.85,68.88,70,28,8.93,scattered clouds
622,Shache,CN,38.42,77.24,75.79,20,34,4.52,scattered clouds
623,Krasnoarmeysk,RU,51.02,45.7,64.0,86,51,3.53,broken clouds
624,Marsabit,KE,2.33,37.99,67.21,61,33,28.01,scattered clouds
625,Sumbawanga,TZ,-7.97,31.62,62.6,51,20,9.17,few clouds
626,Fukue,JP,32.69,128.84,80.73,82,73,10.56,broken clouds
627,Barranca,PE,-10.75,-77.77,65.86,69,73,9.93,broken clouds
628,Simao,CN,22.79,100.97,69.64,85,100,2.71,light rain
629,Tiarei,PF,-17.53,-149.33,78.8,69,75,5.82,broken clouds
630,San Policarpo,PH,12.18,125.51,82.35,77,100,6.08,overcast clouds
631,Trinidad,BO,-14.83,-64.9,91.4,38,20,5.82,few clouds
632,Rochefort,FR,45.92,-1.0,69.01,56,23,23.04,few clouds
633,Hit,IQ,33.64,42.83,92.41,15,0,3.13,clear sky
634,Korla,CN,41.76,86.15,83.82,20,79,8.63,broken clouds
635,Preobrazheniye,RU,42.9,133.91,67.98,94,100,7.05,light rain
636,Andenes,NO,69.31,16.12,60.8,82,0,14.99,clear sky
637,Kungurtug,RU,50.6,97.52,48.49,84,29,1.05,scattered clouds
638,Mahon,ES,39.89,4.27,82.4,51,1,17.22,clear sky
639,Khandyga,RU,62.67,135.6,54.01,60,7,2.3,clear sky
640,Alekseyevsk,RU,57.84,108.35,57.4,72,1,6.42,clear sky
641,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,77.36,74,39,15.41,scattered clouds
642,Kenai,US,60.55,-151.26,57.99,93,90,6.93,mist
643,Homer,US,59.64,-151.55,57.2,87,90,4.7,mist
644,Sept-Iles,CA,50.2,-66.38,77.0,64,40,9.17,scattered clouds
645,Gaoyou,CN,32.79,119.43,80.35,90,100,9.37,overcast clouds
646,Oktyabrskiy,RU,54.48,53.47,60.35,89,92,2.08,light rain
647,Talara,PE,-4.58,-81.27,69.98,68,3,18.92,clear sky
648,Mayya,RU,61.73,130.28,51.8,87,8,2.24,clear sky
649,Zambezi,ZM,-13.54,23.1,62.96,30,83,6.35,broken clouds
650,Ndjole,GA,-0.18,10.76,78.82,67,79,5.73,broken clouds
651,Gizo,SB,-8.1,156.84,80.98,79,10,9.33,clear sky
652,Bucerias,MX,20.75,-105.33,88.0,74,75,5.82,broken clouds
653,Strezhevoy,RU,60.73,77.59,69.8,73,53,4.47,broken clouds
654,Normandin,CA,48.83,-72.53,80.6,54,75,9.17,broken clouds
655,Pringsewu,ID,-5.36,104.97,72.99,89,99,2.37,overcast clouds
656,Geilo,NO,60.53,8.21,57.0,73,83,10.0,light rain
657,Kamiiso,JP,41.82,140.65,67.05,91,72,2.93,broken clouds
658,Kaseda,JP,31.42,130.32,77.74,79,20,2.93,few clouds
659,Junction City,US,39.03,-96.83,78.8,44,40,14.99,scattered clouds
660,Honggang,CN,46.47,124.87,69.62,86,100,7.83,light rain
661,Teeli,RU,51.03,90.23,52.41,70,24,1.5,few clouds
662,Faya,SA,18.39,42.45,66.2,93,75,11.41,broken clouds
663,Sungaipenuh,ID,-2.08,101.38,64.62,95,52,1.3,moderate rain
664,Sisimiut,GL,66.94,-53.67,52.9,66,33,13.49,scattered clouds
665,Laiyang,CN,36.98,120.71,80.01,92,24,5.59,few clouds
666,Eyl,SO,7.98,49.82,79.81,67,56,26.13,broken clouds
667,Dori,BF,14.04,-0.03,94.87,33,61,7.16,broken clouds
668,Southbridge,US,42.08,-72.03,82.0,64,65,3.0,broken clouds
669,Conde,BR,-7.26,-34.91,77.0,88,75,13.87,broken clouds
670,Mildura,AU,-34.2,142.15,42.8,70,100,3.36,overcast clouds
671,Mareeba,AU,-17.0,145.43,66.2,93,90,8.05,shower rain
672,Port Keats,AU,-14.25,129.55,61.95,74,22,4.61,few clouds
673,Neiafu,TO,-18.65,-173.98,75.2,78,75,5.82,broken clouds
674,Bocana De Paiwas,NI,12.79,-85.12,85.46,77,95,6.51,light rain
675,Kalmunai,LK,7.42,81.82,82.51,66,100,5.28,overcast clouds
676,Port Hedland,AU,-20.32,118.57,59.0,100,14,4.7,few clouds
677,Birao,CF,10.28,22.79,70.77,96,94,2.71,overcast clouds
678,Mahibadhoo,MV,3.78,72.97,82.83,79,100,13.13,overcast clouds
679,Marathon,US,44.9,-89.77,66.99,88,90,9.17,overcast clouds
680,Luchegorsk,RU,46.48,134.26,68.63,93,100,3.71,overcast clouds
681,Aldan,RU,58.6,125.39,48.36,91,98,3.33,overcast clouds
682,Derzhavinsk,KZ,51.1,66.32,76.89,45,0,10.6,clear sky
683,Amga,RU,60.9,131.96,57.88,57,34,1.97,scattered clouds
684,Moron,AR,-34.65,-58.62,72.0,77,100,8.05,overcast clouds
685,Callaway,US,30.15,-85.57,91.4,62,40,6.93,scattered clouds
686,Zhuhai,CN,22.28,113.57,80.6,94,40,3.36,light intensity shower rain
687,Flin Flon,CA,54.77,-101.86,73.4,46,40,5.82,scattered clouds
688,Plettenberg Bay,ZA,-34.05,23.37,64.69,52,0,3.6,clear sky
689,Thaton,MM,16.92,97.37,78.71,91,100,15.28,moderate rain
690,Anaco,VE,9.44,-64.47,81.32,82,64,5.5,moderate rain
691,Ola,RU,59.58,151.28,49.48,80,1,1.01,clear sky
692,Hersbruck,DE,49.51,11.43,69.8,88,75,2.24,light rain
693,Christchurch,NZ,-43.53,172.63,50.0,93,99,5.82,overcast clouds
694,Impfondo,CG,1.64,18.07,77.25,80,88,4.47,light rain
695,Miles City,US,46.41,-105.84,82.4,30,1,13.87,clear sky
696,Boat Of Garten,GB,57.25,-3.76,62.6,62,20,18.34,few clouds
697,Marrakesh,MA,31.63,-8.01,100.4,27,40,13.87,scattered clouds
698,Taytayan,PH,7.73,126.5,76.73,90,100,4.52,light rain
699,Keti Bandar,PK,24.14,67.45,87.03,79,98,14.88,overcast clouds
700,Beidao,CN,34.57,105.89,70.09,76,25,2.82,scattered clouds
701,Kibala,TD,9.11,18.35,75.2,94,40,3.89,scattered clouds
