City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
604,Wilmington,US,93.2,few clouds,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
605,Goundi,TD,70.54,overcast clouds,9.36,17.37,
609,Joao Pessoa,BR,77.0,broken clouds,-7.12,-34.86,Condomínio Imperial Flat
610,Passo De Camaragibe,BR,75.2,shower rain,-9.24,-35.49,Pousada Divino Milagre
616,Grandview,US,80.6,scattered clouds,38.89,-94.53,Holiday Inn Express & Suites Kansas City-Grandview
617,Madimba,TZ,73.4,few clouds,-10.4,40.33,
618,Tahta,EG,98.6,clear sky,26.77,31.5,Møhãmęd Tãręk 🏠
619,San Miguel,SV,93.2,few clouds,13.48,-88.18,Excalibur
620,Inirida,CO,88.27,light rain,3.87,-67.92,Fuente del Guania Hotel de Lujo
622,Shache,CN,75.79,scattered clouds,38.42,77.24,Delong Hotel
626,Fukue,JP,80.73,broken clouds,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
629,Tiarei,PF,78.8,broken clouds,-17.53,-149.33,Le Rocher de Tahiti
630,San Policarpo,PH,82.35,overcast clouds,12.18,125.51,Zal-Ann Beach Resort
631,Trinidad,BO,91.4,few clouds,-14.83,-64.9,Hotel Piesta
633,Hit,IQ,92.41,clear sky,33.64,42.83,Aboody Alhachem
634,Korla,CN,83.82,broken clouds,41.76,86.15,Gulisitan Hotel
638,Mahon,ES,82.4,clear sky,39.89,4.27,ARTIEM Capri
641,Sao Jose Da Coroa Grande,BR,77.36,scattered clouds,-8.9,-35.15,Crôa Mares Hotel
644,Sept-Iles,CA,77.0,scattered clouds,50.2,-66.38,Comfort Inn
645,Gaoyou,CN,80.35,overcast clouds,32.79,119.43,Shangri-La Hotel
650,Ndjole,GA,78.82,broken clouds,-0.18,10.76,Motel Kedyann
651,Gizo,SB,80.98,clear sky,-8.1,156.84,Imagination Island
652,Bucerias,MX,88.0,broken clouds,20.75,-105.33,Villa del Palmar Flamingos Beach Resort & Spa Riviera Nayarit
654,Normandin,CA,80.6,broken clouds,48.83,-72.53,Chambres MB Normandin (Lac St -Jean)
655,Pringsewu,ID,72.99,overcast clouds,-5.36,104.97,Urban Style by Front One
658,Kaseda,JP,77.74,few clouds,31.42,130.32,Sun Stay Kaseda
659,Junction City,US,78.8,scattered clouds,39.03,-96.83,Comfort Inn Express Junction City
665,Laiyang,CN,80.01,few clouds,36.98,120.71,莱阳恒银宾馆
666,Eyl,SO,79.81,broken clouds,7.98,49.82,Amiin Hotel
667,Dori,BF,94.87,broken clouds,14.04,-0.03,Oasis Annexe
668,Southbridge,US,82.0,broken clouds,42.08,-72.03,Southbridge Hotel & Conference Center
669,Conde,BR,77.0,broken clouds,-7.26,-34.91,Pousada Beija Flor
673,Neiafu,TO,75.2,broken clouds,-18.65,-173.98,Mystic Sands
674,Bocana De Paiwas,NI,85.46,light rain,12.79,-85.12,Guapinol Cabaña Monge
675,Kalmunai,LK,82.51,overcast clouds,7.42,81.82,VS Villa
677,Birao,CF,70.77,overcast clouds,10.28,22.79,
678,Mahibadhoo,MV,82.83,overcast clouds,3.78,72.97,Omadhoo Inn
682,Derzhavinsk,KZ,76.89,clear sky,51.1,66.32,Ooo.khim Baza
684,Moron,AR,72.0,overcast clouds,-34.65,-58.62,Hotel Morón
685,Callaway,US,91.4,scattered clouds,30.15,-85.57,Holiday Inn Express & Suites Panama City-Tyndall
686,Zhuhai,CN,80.6,light intensity shower rain,22.28,113.57,珠海粤财假日酒店
687,Flin Flon,CA,73.4,scattered clouds,54.77,-101.86,Victoria Inn Flin Flon
689,Thaton,MM,78.71,moderate rain,16.92,97.37,Blue Cloud
690,Anaco,VE,81.32,moderate rain,9.44,-64.47,SAIVEN MALL (SAIVEN C.A.)
694,Impfondo,CG,77.25,light rain,1.64,18.07,Préfecture de la Likouala
695,Miles City,US,82.4,clear sky,46.41,-105.84,FairBridge Inn & Suites Miles City
697,Marrakesh,MA,100.4,scattered clouds,31.63,-8.01,Les Jardins de La Koutoubia
698,Taytayan,PH,76.73,light rain,7.73,126.5,Villa Dominga
699,Keti Bandar,PK,87.03,overcast clouds,24.14,67.45,Haji laloo memon house
700,Beidao,CN,70.09,scattered clouds,34.57,105.89,Shell Tianshui Maiji District Erma Road Walking Street Hotel
701,Kibala,TD,75.2,scattered clouds,9.11,18.35,
